Unnamed: 0,id,code_id_1,code_id_2,label,language
2748.0,2748,2141,2552,0,Java
,3293,4412,4413,1,C
2230.0,2230,2001,2013,1,Java
,3214,3221,3231,1,C
30.0,30,0,32,0,Java
1136.0,1136,1068,1153,1,Java
1872.0,1872,1408,1429,0,Java
806.0,806,303,822,0,Java
495.0,495,308,510,0,Java
1096.0,1096,1068,1113,1,Java
1813.0,1813,1408,1612,0,Java
,3916,3904,3979,1,C
2186.0,2186,1931,1968,0,Java
,3820,3824,3869,1,C
,3296,4418,4419,1,C
431.0,431,425,446,0,Java
2767.0,2767,2212,2571,0,Java
1159.0,1159,1068,1176,1,Java
,3152,3118,3163,1,C
256.0,256,199,262,1,Java
488.0,488,312,503,0,Java
529.0,529,312,544,0,Java
397.0,397,355,411,0,Java
1368.0,1368,1212,1382,0,Java
3013.0,3013,2792,2823,0,Java
,3472,3488,3499,1,C
632.0,632,306,648,0,Java
472.0,472,322,487,0,Java
,3899,3885,3961,1,C
426.0,426,306,441,0,Java
568.0,568,312,584,0,Java
161.0,161,109,165,0,Java
1849.0,1849,1408,1506,0,Java
2271.0,2271,2001,2054,0,Java
,3539,3556,3573,1,C
955.0,955,303,971,0,Java
81.0,81,0,83,0,Java
436.0,436,306,451,0,Java
2346.0,2346,2129,2130,1,Java
3016.0,3016,2792,2826,0,Java
1600.0,1600,1408,1586,0,Java
2430.0,2430,2137,2234,0,Java
318.0,318,306,330,0,Java
948.0,948,312,964,0,Java
1164.0,1164,1068,1181,1,Java
1912.0,1912,1408,1573,0,Java
3225.0,3225,2792,3035,0,Java
2924.0,2924,2669,2731,0,Java
,3957,3883,4020,1,C
2215.0,2215,1931,1997,0,Java
2607.0,2607,2168,2411,0,Java
,3134,3142,3143,1,C
,3468,3492,3493,1,C
3226.0,3226,2792,3036,0,Java
199.0,199,199,205,1,Java
2411.0,2411,2212,2213,0,Java
3084.0,3084,2792,2894,0,Java
1187.0,1187,1068,1204,1,Java
1504.0,1504,1408,1512,0,Java
3294.0,3294,2792,3104,0,Java
2504.0,2504,2179,2308,0,Java
1206.0,1206,1212,1224,0,Java
3262.0,3262,2790,3072,0,Java
1817.0,1817,1408,1521,0,Java
2797.0,2797,2162,2601,0,Java
171.0,171,109,175,0,Java
2809.0,2809,2212,2613,0,Java
,3298,4422,4423,1,C
1251.0,1251,1212,1270,1,Java
3043.0,3043,2792,2853,0,Java
963.0,963,312,979,0,Java
1208.0,1208,1212,1226,0,Java
3076.0,3076,2792,2886,0,Java
379.0,379,322,393,0,Java
,3877,3883,3938,1,C
1272.0,1272,1212,1290,0,Java
2577.0,2577,2160,2381,0,Java
862.0,862,303,878,0,Java
194.0,194,199,200,1,Java
65.0,65,4,67,0,Java
797.0,797,312,813,0,Java
,3164,3172,3178,1,C
1445.0,1445,1408,1460,0,Java
,4112,4167,4186,1,C
,4078,4141,4146,1,C
951.0,951,306,967,0,Java
2830.0,2830,2137,2634,0,Java
,4024,3896,4087,1,C
2546.0,2546,2179,2350,0,Java
,3491,3505,3520,1,C
,3832,3883,3884,1,C
101.0,101,4,104,0,Java
1553.0,1553,1408,1555,0,Java
,3936,3885,3999,1,C
1793.0,1793,1408,1715,0,Java
,3948,3904,4011,1,C
1287.0,1287,1212,1265,0,Java
392.0,392,306,406,0,Java
3056.0,3056,2792,2866,0,Java
2971.0,2971,2669,2778,0,Java
,3704,3617,3746,0,C
2840.0,2840,2644,2645,1,Java
,3927,3904,3990,1,C
2825.0,2825,2202,2629,0,Java
572.0,572,312,588,0,Java
1847.0,1847,1408,1746,0,Java
3236.0,3236,2790,3046,0,Java
682.0,682,310,698,0,Java
2944.0,2944,2669,2751,0,Java
,3898,3879,3960,1,C
2827.0,2827,2143,2631,0,Java
1256.0,1256,1212,1275,0,Java
1072.0,1072,1068,1089,1,Java
,3477,3490,3504,1,C
402.0,402,306,416,0,Java
567.0,567,308,583,1,Java
2239.0,2239,2001,2022,1,Java
2497.0,2497,2158,2301,0,Java
1117.0,1117,1068,1134,1,Java
2613.0,2613,2150,2417,1,Java
242.0,242,199,248,0,Java
,3640,3655,3682,0,C
1619.0,1619,1408,1601,0,Java
,3327,4480,4481,1,C
1282.0,1282,1212,1300,1,Java
,3770,3813,3814,1,C
,3577,3556,3612,1,C
,3774,3819,3820,1,C
2469.0,2469,2232,2273,0,Java
1984.0,1984,1408,1816,0,Java
2187.0,2187,1934,1969,0,Java
2300.0,2300,2001,2083,0,Java
1687.0,1687,1408,1644,0,Java
255.0,255,199,261,0,Java
2754.0,2754,2202,2558,0,Java
,3511,3486,3540,1,C
,4070,4105,4134,0,C
1753.0,1753,1408,1447,0,Java
,3706,3620,3748,0,C
1846.0,1846,1408,1745,0,Java
2381.0,2381,2160,2178,0,Java
2988.0,2988,2792,2797,0,Java
1737.0,1737,1408,1676,0,Java
,3372,4570,4571,1,C
,3623,3629,3665,1,C
1617.0,1617,1408,1599,0,Java
2798.0,2798,2158,2602,0,Java
909.0,909,306,925,0,Java
1390.0,1390,1402,1405,1,Java
386.0,386,312,400,0,Java
,3209,3221,3226,1,C
1505.0,1505,1408,1513,0,Java
,3362,4550,4551,1,C
3012.0,3012,2792,2822,0,Java
1482.0,1482,1408,1494,0,Java
3030.0,3030,2792,2840,0,Java
952.0,952,303,968,0,Java
687.0,687,306,703,1,Java
,3852,3904,3910,1,C
1929.0,1929,1408,1618,0,Java
1379.0,1379,1212,1393,0,Java
,3645,3620,3687,1,C
2308.0,2308,2001,2091,0,Java
400.0,400,322,414,0,Java
358.0,358,303,371,0,Java
2711.0,2711,2154,2515,0,Java
,3950,3879,4013,1,C
1150.0,1150,1068,1167,1,Java
,3292,4410,4411,1,C
2086.0,2086,1408,1596,0,Java
,3271,4368,4369,1,C
115.0,115,109,119,0,Java
1205.0,1205,1212,1223,0,Java
1447.0,1447,1408,1462,0,Java
25.0,25,0,27,0,Java
44.0,44,0,46,0,Java
2209.0,2209,1931,1991,0,Java
1011.0,1011,312,1027,0,Java
1297.0,1297,1212,1313,0,Java
,3794,3813,3843,1,C
2552.0,2552,2139,2356,0,Java
444.0,444,308,459,0,Java
393.0,393,306,407,0,Java
,4018,3881,4081,1,C
2284.0,2284,2001,2067,0,Java
2740.0,2740,2158,2544,0,Java
1326.0,1326,1212,1342,1,Java
2198.0,2198,1934,1980,1,Java
619.0,619,310,635,0,Java
134.0,134,109,138,1,Java
2980.0,2980,2669,2787,0,Java
1443.0,1443,1408,1458,0,Java
2171.0,2171,1931,1953,1,Java
1908.0,1908,1408,1433,0,Java
1777.0,1777,1408,1702,0,Java
2786.0,2786,2168,2590,0,Java
1761.0,1761,1408,1691,0,Java
69.0,69,0,71,0,Java
3115.0,3115,2792,2925,0,Java
,3234,3244,3252,1,C
,4099,4602,4603,1,C
,4097,4600,4601,1,C
,3924,3912,3987,1,C
,3380,3397,3400,1,C
2425.0,2425,2212,2228,0,Java
429.0,429,425,444,0,Java
1782.0,1782,1408,1705,0,Java
2598.0,2598,2232,2402,0,Java
384.0,384,310,398,0,Java
2998.0,2998,2792,2807,0,Java
1179.0,1179,1068,1196,1,Java
764.0,764,312,780,0,Java
553.0,553,390,569,0,Java
2277.0,2277,2001,2060,0,Java
557.0,557,306,573,0,Java
1998.0,1998,1408,1825,0,Java
2554.0,2554,2143,2358,0,Java
456.0,456,306,471,0,Java
2488.0,2488,2232,2292,0,Java
,4177,4686,4687,1,C
1556.0,1556,1408,1557,0,Java
2391.0,2391,2145,2189,0,Java
,3676,3617,3718,0,C
1822.0,1822,1408,1449,0,Java
2002.0,2002,1408,1829,0,Java
290.0,290,199,296,0,Java
1328.0,1328,1212,1344,0,Java
2333.0,2333,2001,2116,0,Java
2151.0,2151,1931,1932,1,Java
,3276,4378,4379,1,C
560.0,560,312,576,0,Java
2770.0,2770,2160,2574,0,Java
2685.0,2685,2196,2489,0,Java
,3607,3620,3648,1,C
,3303,4432,4433,1,C
2483.0,2483,2168,2287,0,Java
1931.0,1931,1408,1468,0,Java
,3681,3613,3723,1,C
2648.0,2648,2145,2452,0,Java
843.0,843,303,859,0,Java
1355.0,1355,1212,1369,0,Java
3041.0,3041,2792,2851,0,Java
,3591,3624,3631,1,C
,3373,4572,4573,1,C
,4043,4105,4107,0,C
2275.0,2275,2001,2058,1,Java
,3522,3543,3552,1,C
2683.0,2683,2168,2487,0,Java
1988.0,1988,1408,1558,0,Java
3285.0,3285,2792,3095,0,Java
814.0,814,306,830,0,Java
2262.0,2262,2001,2045,1,Java
,4183,4696,4697,1,C
1829.0,1829,1408,1736,0,Java
1151.0,1151,1068,1168,1,Java
2805.0,2805,2158,2609,0,Java
,3371,4568,4569,1,C
3222.0,3222,2792,3032,0,Java
,3751,3750,3794,1,C
,4040,3919,4103,1,C
2871.0,2871,2669,2678,0,Java
,3841,3885,3895,1,C
,4145,4642,4643,1,C
1882.0,1882,1408,1663,0,Java
2707.0,2707,2152,2511,0,Java
,3750,3750,3793,1,C
544.0,544,306,560,0,Java
412.0,412,303,427,0,Java
3072.0,3072,2792,2882,0,Java
,3684,3617,3726,0,C
597.0,597,322,613,0,Java
,3773,3813,3818,1,C
2934.0,2934,2669,2741,0,Java
545.0,545,303,561,0,Java
2821.0,2821,2158,2625,0,Java
,4005,3919,4068,1,C
1259.0,1259,1212,1219,0,Java
1345.0,1345,1212,1360,0,Java
1992.0,1992,1408,1666,0,Java
1176.0,1176,1068,1193,1,Java
582.0,582,306,598,0,Java
3058.0,3058,2792,2868,0,Java
3278.0,3278,2792,3088,0,Java
311.0,311,322,323,0,Java
1079.0,1079,1068,1096,1,Java
,3418,3416,3439,0,C
,3695,3617,3737,0,C
1669.0,1669,1408,1631,0,Java
,3822,3813,3871,1,C
525.0,525,312,540,0,Java
1980.0,1980,1408,1616,0,Java
,3184,4290,4291,1,C
2009.0,2009,1408,1832,0,Java
258.0,258,199,264,0,Java
,3966,3904,4029,1,C
2931.0,2931,2669,2738,0,Java
1503.0,1503,1408,1511,0,Java
2208.0,2208,1931,1990,0,Java
517.0,517,306,532,0,Java
445.0,445,306,460,0,Java
1659.0,1659,1408,1625,1,Java
2172.0,2172,1931,1954,0,Java
,3426,3416,3447,1,C
,3797,3813,3846,1,C
2255.0,2255,2001,2038,0,Java
2640.0,2640,2212,2444,0,Java
,3124,3130,3131,1,C
1253.0,1253,1212,1272,0,Java
1658.0,1658,1408,1616,0,Java
929.0,929,306,945,0,Java
2385.0,2385,2137,2183,0,Java
350.0,350,312,363,0,Java
98.0,98,0,101,0,Java
2148.0,2148,1884,1928,1,Java
1722.0,1722,1408,1664,0,Java
2768.0,2768,2139,2572,0,Java
,3746,3750,3789,1,C
,3425,3416,3446,0,C
2884.0,2884,2669,2691,0,Java
1704.0,1704,1408,1465,0,Java
,3724,3750,3767,0,C
,3151,3112,3162,1,C
2322.0,2322,2001,2105,0,Java
,3235,3244,3253,1,C
3231.0,3231,2792,3041,0,Java
,3939,3952,4002,1,C
,3290,4406,4407,1,C
1519.0,1519,1408,1526,0,Java
2405.0,2405,2137,2206,0,Java
1736.0,1736,1408,1675,0,Java
3023.0,3023,2790,2833,1,Java
383.0,383,306,397,0,Java
49.0,49,4,51,0,Java
2428.0,2428,2162,2231,0,Java
,3559,3556,3594,1,C
,3247,4320,4321,1,C
992.0,992,303,1008,0,Java
2169.0,2169,1934,1951,0,Java
2886.0,2886,2669,2693,0,Java
2481.0,2481,2158,2285,0,Java
133.0,133,109,137,0,Java
1713.0,1713,1408,1424,0,Java
209.0,209,199,215,0,Java
260.0,260,199,266,0,Java
2256.0,2256,2001,2039,0,Java
3300.0,3300,2790,3110,1,Java
1871.0,1871,1408,1763,1,Java
2364.0,2364,2148,2157,0,Java
1467.0,1467,1408,1481,0,Java
243.0,243,199,249,1,Java
,4162,4656,4657,1,C
1560.0,1560,1408,1560,0,Java
,4032,3904,4095,1,C
3032.0,3032,2792,2842,0,Java
2163.0,2163,1931,1945,0,Java
2021.0,2021,1408,1839,0,Java
1540.0,1540,1408,1544,0,Java
,3526,3558,3559,1,C
,3883,3904,3944,1,C
1816.0,1816,1408,1522,0,Java
2464.0,2464,2152,2268,0,Java
,3497,3486,3526,1,C
2033.0,2033,1408,1844,0,Java
3047.0,3047,2792,2857,0,Java
608.0,608,312,624,0,Java
500.0,500,312,515,0,Java
212.0,212,199,218,0,Java
2928.0,2928,2669,2735,0,Java
,4190,4272,4274,1,C
1977.0,1977,1408,1812,0,Java
1874.0,1874,1408,1604,0,Java
1116.0,1116,1068,1133,1,Java
2702.0,2702,2145,2506,0,Java
757.0,757,312,773,0,Java
3265.0,3265,2792,3075,0,Java
2730.0,2730,2202,2534,0,Java
2111.0,2111,1884,1891,1,Java
2110.0,2110,1884,1890,1,Java
3196.0,3196,2790,3006,0,Java
912.0,912,303,928,0,Java
1332.0,1332,1212,1348,0,Java
1634.0,1634,1408,1608,0,Java
599.0,599,306,615,0,Java
,3900,3896,3962,1,C
,3876,3904,3937,1,C
1784.0,1784,1408,1423,0,Java
1327.0,1327,1212,1343,0,Java
941.0,941,303,957,0,Java
38.0,38,0,40,0,Java
1644.0,1644,1408,1581,0,Java
,3941,3904,4004,1,C
924.0,924,306,940,1,Java
309.0,309,312,320,0,Java
2631.0,2631,2193,2435,0,Java
2132.0,2132,1884,1912,1,Java
2028.0,2028,1408,1515,0,Java
1699.0,1699,1408,1633,0,Java
1716.0,1716,1408,1661,0,Java
784.0,784,306,800,0,Java
102.0,102,4,105,0,Java
1887.0,1887,1408,1767,0,Java
571.0,571,310,587,0,Java
585.0,585,306,601,0,Java
2834.0,2834,2152,2638,0,Java
,3969,3904,4032,1,C
,3143,3118,3154,1,C
1094.0,1094,1068,1111,1,Java
,3629,3617,3671,1,C
674.0,674,303,690,0,Java
1373.0,1373,1212,1387,1,Java
833.0,833,306,849,0,Java
1665.0,1665,1408,1524,0,Java
1406.0,1406,1408,1422,0,Java
1959.0,1959,1408,1485,0,Java
801.0,801,312,817,0,Java
1386.0,1386,1212,1400,0,Java
2782.0,2782,2168,2586,0,Java
1788.0,1788,1408,1710,0,Java
2070.0,2070,1408,1860,0,Java
2820.0,2820,2212,2624,0,Java
,3710,3750,3753,1,C
1987.0,1987,1408,1549,0,Java
1527.0,1527,1408,1532,0,Java
,3517,3543,3547,1,C
2742.0,2742,2148,2546,0,Java
725.0,725,312,741,0,Java
2029.0,2029,1408,1842,0,Java
2967.0,2967,2669,2774,0,Java
3119.0,3119,2792,2929,0,Java
1120.0,1120,1068,1137,1,Java
447.0,447,308,462,0,Java
1402.0,1402,1408,1418,0,Java
505.0,505,390,520,0,Java
1344.0,1344,1212,1359,0,Java
3075.0,3075,2790,2885,0,Java
1493.0,1493,1408,1455,0,Java
55.0,55,0,57,0,Java
1855.0,1855,1408,1498,0,Java
2045.0,2045,1408,1850,0,Java
1590.0,1590,1408,1580,0,Java
245.0,245,199,251,1,Java
,3200,3175,3216,1,C
876.0,876,312,892,0,Java
2200.0,2200,1931,1982,0,Java
3001.0,3001,2790,2810,0,Java
435.0,435,303,450,0,Java
,4084,4150,4154,1,C
1888.0,1888,1408,1768,0,Java
2812.0,2812,2141,2616,0,Java
,3400,3416,3421,1,C
2513.0,2513,2202,2317,0,Java
1993.0,1993,1408,1627,0,Java
,4125,4156,4200,1,C
83.0,83,0,86,0,Java
,4189,4272,4273,1,C
726.0,726,306,742,0,Java
481.0,481,355,496,0,Java
,3255,4336,4337,1,C
1165.0,1165,1068,1182,1,Java
1026.0,1026,306,1042,0,Java
,3887,3879,3948,1,C
,3273,4372,4373,1,C
,3994,3883,4057,1,C
47.0,47,0,49,0,Java
1242.0,1242,1212,1261,0,Java
147.0,147,109,151,0,Java
,3227,3244,3245,1,C
3045.0,3045,2792,2855,0,Java
911.0,911,306,927,0,Java
252.0,252,199,258,0,Java
303.0,303,303,314,0,Java
165.0,165,109,169,0,Java
2632.0,2632,2137,2436,0,Java
,3448,3416,3469,0,C
3160.0,3160,2792,2970,0,Java
703.0,703,303,719,0,Java
762.0,762,306,778,0,Java
112.0,112,109,116,0,Java
3227.0,3227,2790,3037,0,Java
,4196,4272,4280,1,C
1401.0,1401,1408,1417,0,Java
,3179,3172,3194,0,C
822.0,822,303,838,0,Java
,3561,3554,3596,1,C
428.0,428,306,443,0,Java
2558.0,2558,2232,2362,0,Java
2494.0,2494,2202,2298,0,Java
,3562,3554,3597,1,C
2589.0,2589,2162,2393,0,Java
1038.0,1038,306,1054,0,Java
2183.0,2183,1931,1965,1,Java
,4012,3883,4075,1,C
900.0,900,303,916,0,Java
498.0,498,303,513,0,Java
,3381,3397,3401,1,C
1233.0,1233,1251,1252,0,Java
2511.0,2511,2137,2315,0,Java
,3823,3822,3872,1,C
2875.0,2875,2669,2682,0,Java
2289.0,2289,2001,2072,0,Java
,3117,3118,3121,1,C
,3760,3750,3803,0,C
,3548,3560,3583,1,C
2205.0,2205,1931,1987,0,Java
2123.0,2123,1884,1903,1,Java
735.0,735,306,751,0,Java
,3982,3896,4045,1,C
970.0,970,303,986,0,Java
,3386,3397,3406,1,C
,3133,3112,3141,1,C
1694.0,1694,1408,1484,0,Java
1023.0,1023,306,1039,0,Java
3114.0,3114,2792,2924,0,Java
1787.0,1787,1408,1709,0,Java
688.0,688,322,704,1,Java
2975.0,2975,2669,2782,0,Java
1466.0,1466,1408,1480,0,Java
,3519,3543,3549,1,C
,3566,3556,3601,0,C
263.0,263,199,269,0,Java
288.0,288,199,294,1,Java
,3383,3397,3403,1,C
,3493,3492,3522,1,C
727.0,727,306,743,0,Java
1237.0,1237,1212,1256,0,Java
,3875,3904,3936,1,C
176.0,176,179,181,1,Java
2712.0,2712,2154,2516,0,Java
3214.0,3214,2792,3024,0,Java
2007.0,2007,1408,1515,0,Java
663.0,663,306,679,0,Java
,4075,4141,4142,1,C
928.0,928,306,944,0,Java
,3207,3221,3224,1,C
761.0,761,355,777,0,Java
993.0,993,306,1009,0,Java
2686.0,2686,2162,2490,0,Java
2008.0,2008,1408,1443,0,Java
,3819,3824,3868,1,C
2520.0,2520,2152,2324,0,Java
,3651,3629,3693,0,C
1080.0,1080,1068,1097,1,Java
2568.0,2568,2152,2372,0,Java
1641.0,1641,1408,1612,0,Java
2089.0,2089,1408,1870,0,Java
,4152,4150,4227,1,C
,4148,4141,4223,1,C
,4092,4596,4597,1,C
399.0,399,306,413,0,Java
2593.0,2593,2219,2397,0,Java
917.0,917,303,933,1,Java
,3920,3879,3983,1,C
,4062,4105,4126,0,C
3027.0,3027,2792,2837,0,Java
,3301,4428,4429,1,C
3186.0,3186,2792,2996,0,Java
2585.0,2585,2154,2389,0,Java
2957.0,2957,2669,2764,0,Java
1828.0,1828,1408,1735,1,Java
2787.0,2787,2193,2591,0,Java
404.0,404,312,418,0,Java
1024.0,1024,312,1040,0,Java
1459.0,1459,1408,1474,0,Java
1869.0,1869,1408,1762,0,Java
129.0,129,109,133,0,Java
798.0,798,322,814,0,Java
,3946,3883,4009,1,C
885.0,885,306,901,0,Java
508.0,508,306,523,0,Java
2941.0,2941,2669,2748,0,Java
2158.0,2158,1931,1940,0,Java
2196.0,2196,1931,1978,0,Java
,3506,3496,3535,1,C
2332.0,2332,2001,2115,0,Java
2738.0,2738,2160,2542,0,Java
2903.0,2903,2669,2710,0,Java
,3345,4516,4517,1,C
1837.0,1837,1408,1740,0,Java
2559.0,2559,2232,2363,0,Java
,3661,3620,3703,0,C
2695.0,2695,2139,2499,0,Java
348.0,348,306,361,0,Java
1068.0,1068,1068,1085,1,Java
691.0,691,308,707,0,Java
66.0,66,4,68,0,Java
,3742,3750,3785,1,C
61.0,61,0,63,0,Java
1050.0,1050,306,1066,0,Java
847.0,847,312,863,0,Java
1276.0,1276,1212,1294,1,Java
1131.0,1131,1068,1148,1,Java
1061.0,1061,1068,1078,1,Java
,3690,3613,3732,0,C
1248.0,1248,1212,1267,1,Java
2446.0,2446,2139,2250,0,Java
137.0,137,109,141,1,Java
830.0,830,310,846,0,Java
2424.0,2424,2145,2227,0,Java
1798.0,1798,1408,1719,0,Java
2480.0,2480,2145,2284,0,Java
1396.0,1396,1408,1412,0,Java
705.0,705,390,721,0,Java
,3871,3879,3931,1,C
2851.0,2851,2644,2656,1,Java
1019.0,1019,303,1035,0,Java
2170.0,2170,1931,1952,0,Java
,3627,3638,3669,0,C
3126.0,3126,2792,2936,0,Java
2297.0,2297,2001,2080,0,Java
,3478,3505,3506,1,C
1759.0,1759,1408,1690,1,Java
1225.0,1225,1212,1243,0,Java
3022.0,3022,2790,2832,0,Java
,3223,3221,3240,0,C
1956.0,1956,1408,1457,0,Java
2618.0,2618,2232,2422,0,Java
1189.0,1189,1068,1206,1,Java
,3798,3813,3847,1,C
824.0,824,355,840,0,Java
657.0,657,306,673,0,Java
2184.0,2184,1931,1966,0,Java
1333.0,1333,1212,1349,0,Java
2345.0,2345,2001,2128,0,Java
125.0,125,109,129,1,Java
2572.0,2572,2145,2376,0,Java
,3572,3556,3607,1,C
,3923,3879,3986,1,C
381.0,381,322,395,0,Java
3240.0,3240,2792,3050,0,Java
330.0,330,322,342,0,Java
546.0,546,322,562,0,Java
826.0,826,306,842,0,Java
1097.0,1097,1068,1114,1,Java
1369.0,1369,1212,1383,0,Java
1195.0,1195,1212,1213,0,Java
1997.0,1997,1408,1824,0,Java
,4188,4706,4707,1,C
1657.0,1657,1408,1624,1,Java
,4004,3879,4067,1,C
3082.0,3082,2790,2892,0,Java
2600.0,2600,2152,2404,0,Java
377.0,377,390,391,0,Java
,3582,3617,3619,0,C
1161.0,1161,1068,1178,1,Java
,3130,3114,3138,1,C
492.0,492,322,507,0,Java
1066.0,1066,1068,1083,1,Java
2999.0,2999,2792,2808,0,Java
1703.0,1703,1408,1652,0,Java
1162.0,1162,1068,1179,1,Java
,3515,3543,3545,1,C
1796.0,1796,1408,1711,0,Java
,3753,3750,3796,1,C
174.0,174,109,178,0,Java
,3888,3879,3949,1,C
1978.0,1978,1408,1813,0,Java
1545.0,1545,1408,1506,0,Java
419.0,419,308,434,0,Java
,4044,4105,4108,0,C
,3790,3824,3839,1,C
,3162,3175,3176,1,C
1861.0,1861,1408,1754,0,Java
14.0,14,0,16,1,Java
1247.0,1247,1212,1266,0,Java
2614.0,2614,2196,2418,0,Java
,3309,4444,4445,1,C
,4073,4582,4583,1,C
231.0,231,199,237,1,Java
753.0,753,306,769,0,Java
2750.0,2750,2152,2554,1,Java
1405.0,1405,1408,1421,0,Java
,4094,4139,4166,1,C
,4000,3919,4063,1,C
,4059,4105,4123,0,C
1558.0,1558,1408,1508,0,Java
1691.0,1691,1408,1450,0,Java
1090.0,1090,1068,1107,1,Java
1008.0,1008,306,1024,0,Java
42.0,42,0,44,0,Java
,3538,3556,3572,1,C
,3723,3750,3766,1,C
480.0,480,306,495,0,Java
1607.0,1607,1408,1435,0,Java
120.0,120,109,124,1,Java
2420.0,2420,2193,2223,0,Java
3157.0,3157,2790,2967,0,Java
743.0,743,312,759,0,Java
,3699,3613,3741,1,C
203.0,203,199,209,1,Java
3269.0,3269,2792,3079,0,Java
1372.0,1372,1251,1386,0,Java
2431.0,2431,2152,2235,0,Java
,4144,4150,4219,1,C
264.0,264,199,270,0,Java
,3793,3815,3842,1,C
1738.0,1738,1408,1677,0,Java
3108.0,3108,2792,2918,0,Java
,3382,3397,3402,1,C
1839.0,1839,1408,1742,0,Java
1032.0,1032,306,1048,0,Java
1554.0,1554,1408,1529,0,Java
1047.0,1047,308,1063,0,Java
,3963,3952,4026,1,C
1262.0,1262,1212,1280,0,Java
1387.0,1387,1212,1401,0,Java
3263.0,3263,2792,3073,0,Java
1630.0,1630,1408,1605,0,Java
453.0,453,306,468,0,Java
1036.0,1036,322,1052,0,Java
815.0,815,310,831,0,Java
1809.0,1809,1408,1726,0,Java
3183.0,3183,2792,2993,0,Java
474.0,474,306,489,0,Java
694.0,694,306,710,0,Java
575.0,575,306,591,0,Java
3007.0,3007,2792,2817,0,Java
,3654,3638,3696,0,C
,3505,3488,3534,1,C
359.0,359,355,372,0,Java
2166.0,2166,1931,1948,0,Java
3094.0,3094,2792,2904,0,Java
1932.0,1932,1408,1792,0,Java
2533.0,2533,2143,2337,0,Java
1364.0,1364,1212,1378,0,Java
3289.0,3289,2792,3099,0,Java
1640.0,1640,1408,1478,0,Java
2150.0,2150,1884,1930,1,Java
2352.0,2352,2129,2136,1,Java
117.0,117,109,121,0,Java
